5.500000	9.000000
3.150000	12.000000
3.150000	10.000000
3.150000	14.000000
3.150000	11.000000
3.150000	18.000000
3.150000	15.000000
3.150000	22.000000
3.150000	19.000000
3.150000	16.000000
3.150000	26.000000
5.600000	1.000000
3.150000	30.000000
3.150000	20.000000
3.150000	23.000000
5.700000	5.000000
3.150000	24.000000
3.150000	34.000000
12.250000	49.000000
3.150000	28.000000
3.150000	27.000000
3.150000	38.000000
12.850000	41.000000
3.150000	32.000000
6.050000	2.000000
3.150000	31.000000
12.900000	25.000000
6.250000	6.000000
3.150000	35.000000
3.150000	36.000000
12.050000	42.000000
12.950000	45.000000
3.150000	39.000000
5.700000	8.000000
14.850000	37.000000
12.200000	46.000000
5.400000	7.000000
6.050000	0.000000
31.050000	49.000000
13.350000	30.000000
5.500000	3.000000
6.050000	4.000000
32.250000	33.000000
13.450000	34.000000
11.900000	47.000000
12.350000	40.000000
13.550000	22.000000
33.250000	5.000000
12.550000	44.000000
12.250000	43.000000
14.750000	10.000000
33.450000	9.000000
13.450000	27.000000
12.700000	48.000000
35.000000	21.000000
15.750000	14.000000
15.800000	24.000000
13.450000	31.000000
15.750000	38.000000
35.400000	41.000000
13.600000	23.000000
18.700000	40.000000
35.450000	1.000000
17.500000	46.000000
15.300000	15.000000
25.350000	8.000000
35.550000	49.000000
19.000000	42.000000
25.800000	0.000000
16.600000	47.000000
35.750000	45.000000
20.650000	30.000000
17.900000	43.000000
30.400000	32.000000
30.350000	2.000000
36.600000	17.000000
24.200000	7.000000
30.900000	4.000000
39.150000	25.000000
31.200000	46.000000
28.650000	3.000000
31.550000	36.000000
31.550000	34.000000
39.450000	41.000000
31.750000	48.000000
30.650000	31.000000
39.650000	37.000000
31.700000	10.000000
32.000000	12.000000
31.200000	47.000000
31.750000	42.000000
41.050000	21.000000
32.150000	35.000000
34.000000	40.000000
35.750000	22.000000
41.450000	49.000000
33.700000	11.000000
34.600000	20.000000
41.550000	13.000000
35.850000	42.000000
35.900000	32.000000
34.150000	19.000000
42.400000	45.000000
36.300000	46.000000
36.950000	16.000000
36.600000	23.000000
44.800000	41.000000
36.450000	18.000000
37.200000	43.000000
36.950000	24.000000
46.650000	37.000000
37.550000	10.000000
37.450000	27.000000
36.950000	44.000000
47.950000	25.000000
39.450000	38.000000
37.500000	36.000000
37.750000	31.000000
39.600000	26.000000
48.450000	17.000000
37.850000	12.000000
38.350000	19.000000
39.750000	22.000000
48.750000	13.000000
40.200000	39.000000
39.150000	20.000000
60.500000	25.000000
40.150000	46.000000
41.300000	27.000000
41.500000	40.000000
63.100000	33.000000
40.300000	34.000000
41.750000	15.000000
63.200000	32.000000
63.700000	37.000000
40.600000	42.000000
42.050000	23.000000
64.500000	36.000000
67.400000	21.000000
41.150000	14.000000
42.250000	47.000000
65.650000	16.000000
45.150000	38.000000
71.700000	9.000000
49.050000	27.000000
66.950000	24.000000
45.750000	46.000000
74.400000	33.000000
74.350000	32.000000
49.200000	15.000000
77.000000	1.000000
47.050000	14.000000
77.150000	48.000000
77.300000	37.000000
58.100000	38.000000
79.750000	32.000000
51.200000	39.000000
78.650000	5.000000
59.100000	46.000000
81.400000	0.000000
59.300000	31.000000
60.750000	14.000000
83.200000	48.000000
80.550000	33.000000
59.950000	27.000000
83.950000	4.000000
64.150000	26.000000
62.250000	15.000000
81.850000	37.000000
86.250000	44.000000
65.450000	30.000000
64.850000	23.000000
83.850000	29.000000
87.300000	48.000000
67.250000	18.000000
66.050000	39.000000
83.900000	25.000000
87.700000	40.000000
78.300000	38.000000
68.100000	7.000000
84.900000	13.000000
88.050000	16.000000
78.350000	6.000000
74.500000	31.000000
85.900000	45.000000
88.100000	12.000000
81.300000	2.000000
77.500000	39.000000
87.350000	17.000000
89.050000	32.000000
84.200000	30.000000
82.000000	39.000000
87.900000	25.000000
90.250000	44.000000
84.350000	14.000000
82.950000	7.000000
88.050000	41.000000
90.450000	20.000000
84.550000	26.000000
83.750000	3.000000
89.250000	33.000000
91.350000	48.000000
87.400000	18.000000
83.750000	15.000000
90.700000	45.000000
97.300000	48.000000
88.950000	42.000000
84.700000	27.000000
102.750000	48.000000
90.750000	29.000000
89.900000	46.000000
86.500000	43.000000
103.450000	40.000000
90.800000	21.000000
93.450000	22.000000
87.100000	11.000000
105.100000	44.000000
91.000000	1.000000
97.550000	14.000000
88.750000	31.000000
113.850000	48.000000
92.900000	9.000000
99.650000	38.000000
89.050000	39.000000
114.800000	32.000000
95.400000	5.000000
101.450000	26.000000
89.900000	19.000000
117.250000	20.000000
99.150000	37.000000
106.800000	26.000000
90.500000	23.000000
119.150000	44.000000
100.300000	49.000000
112.950000	38.000000
91.150000	43.000000
119.700000	32.000000
100.400000	33.000000
114.800000	46.000000
92.250000	11.000000
120.800000	48.000000
100.700000	25.000000
116.600000	14.000000
98.750000	39.000000
121.300000	20.000000
102.100000	41.000000
119.900000	42.000000
101.900000	27.000000
123.650000	40.000000
104.150000	37.000000
120.800000	2.000000
102.800000	43.000000
123.650000	44.000000
106.250000	25.000000
121.000000	26.000000
103.000000	47.000000
126.150000	48.000000
112.900000	37.000000
121.250000	46.000000
104.550000	39.000000
126.450000	16.000000
114.200000	33.000000
122.500000	38.000000
108.700000	27.000000
127.700000	40.000000
115.650000	5.000000
125.550000	26.000000
108.800000	7.000000
127.850000	44.000000
117.300000	9.000000
126.550000	38.000000
112.950000	3.000000
129.000000	32.000000
118.500000	33.000000
126.600000	18.000000
114.850000	31.000000
131.050000	16.000000
118.750000	21.000000
127.800000	14.000000
116.050000	43.000000
132.900000	40.000000
120.050000	41.000000
127.950000	46.000000
117.550000	15.000000
136.350000	48.000000
121.150000	45.000000
128.000000	42.000000
118.300000	19.000000
136.500000	32.000000
121.300000	25.000000
131.450000	18.000000
119.950000	31.000000
139.500000	44.000000
122.550000	1.000000
132.900000	14.000000
120.500000	27.000000
144.350000	4.000000
123.050000	37.000000
133.250000	38.000000
122.700000	19.000000
145.200000	48.000000
123.500000	21.000000
139.900000	46.000000
122.800000	39.000000
146.350000	44.000000
125.700000	33.000000
143.800000	26.000000
124.500000	27.000000
146.400000	0.000000
126.400000	25.000000
146.100000	6.000000
127.900000	15.000000
151.800000	40.000000
126.850000	17.000000
146.150000	38.000000
128.000000	39.000000
151.850000	48.000000
127.200000	41.000000
147.000000	2.000000
130.150000	19.000000
151.900000	24.000000
128.400000	37.000000
149.150000	26.000000
130.500000	7.000000
151.950000	28.000000
128.450000	13.000000
132.100000	17.000000
152.350000	44.000000
136.050000	33.000000
153.050000	12.000000
137.900000	5.000000
139.250000	9.000000
153.100000	16.000000
143.050000	25.000000
154.350000	20.000000
146.100000	1.000000
156.500000	48.000000
146.150000	37.000000
130.850000	27.000000
156.700000	28.000000
150.100000	46.000000
147.450000	25.000000
131.350000	31.000000
156.950000	32.000000
150.350000	22.000000
152.000000	17.000000
132.450000	15.000000
151.950000	42.000000
162.000000	48.000000
152.350000	13.000000
137.350000	31.000000
152.400000	10.000000
168.700000	4.000000
152.650000	41.000000
145.250000	27.000000
170.300000	32.000000
152.550000	14.000000
152.800000	29.000000
145.800000	39.000000
170.500000	48.000000
153.150000	30.000000
154.750000	21.000000
147.700000	3.000000
175.350000	24.000000
153.600000	18.000000
147.800000	43.000000
156.000000	17.000000
